vacancy_id,technology,frequency,category,level,domain,fgos_competencies,prof_standards
122221053,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122221053,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122192901,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122192901,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122274605,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122380896,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122380896,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122380896,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122219120,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122219120,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122298085,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122298085,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122385683,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122385683,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122385683,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122385683,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122385683,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122261535,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122261535,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121767888,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121767888,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122357412,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122357412,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122353256,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122353256,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122353256,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122353256,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122222928,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122222928,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122421554,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122362942,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122362942,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122188977,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122188977,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122188977,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122189224,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122341951,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122341951,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122341951,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122383260,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122383260,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122383260,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122277890,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122277890,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122277890,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121727303,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121727303,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121727303,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121727303,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122222992,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122222992,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122222992,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121879439,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122298536,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122421525,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122421525,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122421525,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122212225,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122212225,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122069106,React,7,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122069106,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122310885,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121886120,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122225428,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122225428,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122156078,JavaScript,4,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122156078,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122156078,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122348235,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122348235,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122348235,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121780420,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121780420,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121780420,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121780420,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122343113,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122343113,Git,1,Инструмент,basic,development,ПК-1,06.001_A
87838855,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
87838855,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
87838855,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122245778,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122245778,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121992509,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122302587,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122302587,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122305113,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122305113,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122305113,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122305113,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122147133,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122147133,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122147133,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122147133,Git,1,Инструмент,basic,development,ПК-1,06.001_A
118916292,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
118916292,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122369278,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122369278,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122369278,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122190407,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122139682,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122139682,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122139682,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122139682,Git,3,Инструмент,basic,development,ПК-1,06.001_A
121726076,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121726076,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122160338,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122160338,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121938725,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121938725,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121938725,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121938725,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122224818,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122224818,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122399679,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122399679,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122399679,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
117071187,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
117071187,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
117071187,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122187400,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122369172,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122369172,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121714611,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122140076,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122140076,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122140076,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122171433,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122211321,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122211321,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121468837,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121468837,Docker,4,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121773293,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121773293,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121773293,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121773293,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122191168,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122191168,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122191168,Git,1,Инструмент,basic,development,ПК-1,06.001_A
120633818,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122103668,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122367093,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122367093,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122191377,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122223103,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122223103,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122223103,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122223103,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122230349,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122230349,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122218816,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122236788,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122062279,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121545257,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121545257,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121781947,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122304591,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122304591,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121571242,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121571242,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122228169,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122228169,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121490421,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121490421,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121490421,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122294426,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122294426,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122160185,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122080605,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122080605,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121674433,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121674433,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122346045,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122346045,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122388956,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122388956,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122388956,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121825754,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122249558,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122249558,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122249558,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121691381,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121691381,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121691381,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121691381,Git,2,Инструмент,basic,development,ПК-1,06.001_A
120751040,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120751040,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
120751040,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121378514,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121459879,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121459879,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122312658,React,9,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122318800,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122338860,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121731634,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121731634,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122217438,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122217438,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217438,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122307776,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122307776,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122307776,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121952516,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121952516,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122115319,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122115319,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122115319,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122115319,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121730021,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121730021,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121730021,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122109347,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122109347,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122284144,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122370184,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122370184,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122357376,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122357376,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122357376,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121815981,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121815981,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121815981,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122225475,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122225475,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122225475,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122248858,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122248858,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122248858,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122246916,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121650431,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121650431,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121650431,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121650431,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122215630,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122215630,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122293291,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122002140,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122002140,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122002140,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121917432,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121917432,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122066151,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121468586,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121468586,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122213129,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122325018,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122325018,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122325018,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120918068,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120918068,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122015718,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122015718,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122015718,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122015718,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122015718,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121455827,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121455827,Git,2,Инструмент,basic,development,ПК-1,06.001_A
119910807,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122115343,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122115343,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122115343,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121699171,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121699171,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121699171,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121698196,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121698196,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121698196,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121698196,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122425382,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122425382,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122357106,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122357106,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122357106,Git,3,Инструмент,basic,development,ПК-1,06.001_A
122424409,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121653896,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121653896,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121653896,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122242106,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122242106,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121665450,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121665450,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122105891,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122312178,SQL,5,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122312178,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121755259,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121755259,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122151892,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122151892,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122151892,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122151892,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121042769,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121042769,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121672955,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122253988,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122292713,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122292713,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122292713,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121946287,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121946287,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121946287,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122324647,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122390522,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122274619,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122274619,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121549378,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121549378,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121549378,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122414215,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122414215,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122414215,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121987084,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121987084,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121987084,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122368067,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122368067,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122368624,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122368624,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122368624,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122408836,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122408836,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122408836,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122263325,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122263325,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122413412,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122413412,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122413412,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122317496,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122317496,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122237081,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
